bhag,header,section_number,text
भाग–१३,१७२.,,शपथः मुख्यमन्त्त्री र मन्त्त्रीले प्रदेश प्रमुख समक्ष िथा राज्यमन्त्त्री  र सिायक मन्त्त्रीले  मुख्यमन्त्त्री समक्ष आफ्नो कायवभार सम्िाल्नु अजघ प्रदेश कानून बमोजजम पद िथा  गोपनीयिाको  शपथ मलनु पनेछ ।
भाग–१३,१७३.,,"प्रदेश प्रमुखलाई जानकारी ददनेः मुख्यमन्त्त्रीले देिायका विर्यमा प्रदेश प्रमुखलाई जानकारी   ददनेछः–  (क) प्रदेश मजन्त्त्रपररर्दका  मनणवय,  (ख)  प्रदेश सभामा पेश गररने विधेयक,  (ग)  खण्ड (क) र (ख) मा उजल्लजखि  विर्यमा प्रदेश प्रमुखले जानकारी  मागेको अन्त्य आिश्यक वििरण , र   (घ)  प्रदेशको समसामवयक  पररजस्थमि  ।"
भाग–१३,१७४.,,प्रदेश सरकारको  कायव सिालनः
भाग–१३,१७४.,(१),प्रदेश सरकारबाट  स्िीकृि मनयमािली  बमोजजम  प्रदेश सरकारको  कायव विभाजन र कायव सम्पादन िुनेछ ।
भाग–१३,१७४.,(२),उपधारा
भाग–१३,१७४.,(१),अन्त्िगविको  मनयमािलीको  पालन भयो िा भएन भन्ने प्रश्न कुनै  अदालिमा  उठाउन सवकने छैन ।    www.lawcommission.gov.np   86
भाग–१४,,,प्रदेश व्यिस्थावपका
भाग–१४,१७५.,,प्रदेश व्यिस्थावपकाः  प्रदेशको व्यिस्थावपका  एकसदनात्मक  िुनेछ जसलाई प्रदेश सभा  भमननेछ ।
भाग–१४,१७६.,,प्रदेश सभाको गठनः
भाग–१४,१७६.,(१),"प्रत्येक प्रदेश सभामा देिाय बमोजजमको  संख्यामा सदस्य  रिनेछन्ः–  (क) सम्बजन्त्धि प्रदेशबाट प्रमिमनमध सभामा पविलो िुने मनिावजचि िुने  मनिावचन प्रणाली बमोजजम मनिावजचि िुने सदस्य संख्याको दोब्बर  संख्यामा िुन आउने सदस्य,  (ख)  खण्ड (क) बमोजजम कायम िुने सदस्य संख्यालाई साठी प्रमिशि  मानी बाँकी चालीस प्रमिशिमा समानुपामिक मनिावचन प्रणालीबाट   मनिावजचि िुने सदस्य ।"
भाग–१४,१७६.,(२),उपधारा
भाग–१४,१७६.,(१),को खण्ड (क) बमोजजमको  सदस्य मनिावचनका  लामग भूगोल र  जनसंख्याको आधारमा संघीय कानून बमोजजम मनिावचन क्षेत्र कायम गररनेछ ।
भाग–१४,१७६.,(३),प्रदेश सभाका साठी प्रमिशि सदस्यिरू पविलो िुने मनिावजचि िुने मनिावचन  प्रणाली बमोजजम र चालीस प्रमिशि सदस्यिरू समानुपामिक मनिावचन प्रणाली बमोजजम  मनिावजचि िुनेछन् ।
भाग–१४,१७६.,(४),उपधारा
भाग–१४,१७६.,(३),बमोजजम िुने प्रदेश सभा सदस्यको मनिावचन कानून बमोजजम  िामलग मिामधकारको  आधारमा गोप्य मिदानद्वारा  िुनेछ ।
भाग–१४,१७६.,(५),अठार िर्व उमेर पूरा भएको प्रदेशको क्षेत्रमभत्र बसोबास गने प्रत्येक नेपाली  नागररकलाई  कानून बमोजजम कुनै एक मनिावचन क्षेत्रमा मिदान गने अमधकार िुनेछ ।
भाग–१४,१७६.,(६),"समानुपामिक मनिावचन प्रणाली बमोजजम िुने प्रदेश सभाको मनिावचनका  लामग  राजनीमिक  दलले उम्मेदिारी ददंदा जनसंख्याको आधारमा मविला, दमलि, आददिासी  जनजामि , खस आयव, मधेसी, थारू, मुजस्लम, वपछमडएको  क्षेत्र, अल्पसंख्यक समुदाय समेिबाट  बन्त्द सूचीका आधारमा प्रमिमनमधत्ि  िुने व्यिस्था संघीय कानून बमोजजम िुनेछ । त्यसरी  उम्मेदिारी ददंदा सम्बजन्त्धि प्रदेशको भौगोमलक सन्त्िुलनलाई समेि ध्यान ददनु पनेछ ।   स्पिीकरणः  यस भागको प्रयोजनका  लामग “खस आयव” भन्नाले क्षेत्री, ब्राम्िण , ठकुरी,  संन्त्यासी (दशनामी) समुदाय सम्िनु पछव । www.lawcommission.gov.np   87"
भाग–१४,१७६.,(७),उपधारा
भाग–१४,१७६.,(६),बमोजजम राजनीमिक  दलले उम्मेदिारी ददंदा अपांगिा भएका  व्यजक्तको समेि प्रमिमनमधत्ि  िुने व्यिस्था गनुव पनेछ ।
भाग–१४,१७६.,(८),प्रदेश सभाको कायवकाल छ मिीना भन्त्दा बढी अिमध बाँकी छँदै कुनै  सदस्यको स्थान ररक्त भएमा त्यस्िो स्थान जुन मनिावचन प्रणालीबाट  पूमिव भएको मथयो  सोिी प्रवक्रयाद्वारा  पूमिव गररनेछ ।
भाग–१४,१७६.,(९),यस धारामा अन्त्यत्र जुनसुकै कुरा लेजखएको भए िापमन प्रदेश सभामा  प्रमिमनमधत्ि  गने प्रत्येक राजनीमिक  दलबाट मनिावजचि कुल सदस्य संख्याको कम्िीमा एक  मििाइ सदस्य मविला िुनु पनेछ । त्यसरी मनिावजचि गदाव उपधारा
भाग–१४,१७६.,(१),को खण्ड (क)  बमोजजम मनिावजचि सदस्यिरू मध्ये कुनै राजनीमिक  दलको एक मििाइ सदस्य मविला  मनिावजचि नभएमा त्यस्िो राजनीमिक  दलले सोिी उपधाराको  खण्ड (ख) बमोजजम सदस्य  मनिावजचि गदाव आफ्नो दलबाट प्रदेश सभामा मनिावजचि िुने कुल सदस्यको कम्िीमा एक  मििाइ मविला सदस्य िुने गरी मनिावजचि गनुव पनेछ ।
भाग–१४,१७६.,(१०),प्रदेश सभाको सदस्यका लामग िुने मनिावचनमा  मिदान गने अमधकार  पाएको धारा १७८ बमोजजम योग्यिा पुगेको कुनै पमन व्यजक्त कानूनको अधीनमा रिी  प्रदेशको कुनै पमन मनिावचन क्षेत्रबाट उम्मेदिार िुन पाउनेछ ।  िर एउटै व्यजक्त एक भन्त्दा बढी मनिावचन क्षेत्रमा एकै पटक उम्मेदिार िुन  पाउने छैन ।
भाग–१४,१७६.,(११),प्रदेश सभाको मनिावचन सम्बन्त्धी अन्त्य व्यिस्था संघीय कानून बमोजजम  िुनेछ ।
भाग–१४,१७७.,,प्रदेश सभाको कायवकालः
भाग–१४,१७७.,(१),यस संविधान बमोजजम अगािै विघटन भएकोमा बािेक  प्रदेश सभाको कायवकाल पाँच िर्वको िुनेछ ।
भाग–१४,१७७.,(२),उपधारा
भाग–१४,१७७.,(१),मा जुनसुकै कुरा लेजखएको भए िापमन सम्बजन्त्धि प्रदेशमा  संकटकालीन अिस्थाको  घोर्णा िा आदेश लागू रिेको अिस्थामा प्रदेश ऐन बमोजजम  प्रदेश सभाको कायवकाल एक िर्वमा नबढ्ने गरी थप गनव सवकनेछ ।
भाग–१४,१७७.,(३),उपधारा
भाग–१४,१७७.,(२),बमोजजम थप गररएको प्रदेश सभाको कायवकाल सम्बजन्त्धि  प्रदेशमा संकटकालीन अिस्थाको  घोर्णा िा आदेश खारेज भएको मममिले छ मिीना  पुगेपमछ स्ििः समाप्त िुनेछ ।
भाग–१४,१७८.,,प्रदेश सभाको सदस्यका लामग योग्यिाः
भाग–१४,१७८.,(१),"देिायको योग्यिा भएको व्यजक्त प्रदेश  सभाको सदस्य िुन योग्य िुनेछः– www.lawcommission.gov.np   88   (क) नेपाली नागररक ,   (ख) सम्बजन्त्धि प्रदेशको मिदािा रिेको,  (ग)  पच्चीस िर्व उमेर पूरा भएको,  (घ)  नैमिक पिन देजखने फौजदारी कसूरमा सजाय नपाएको ,  (ङ)  कुनै कानूनले अयोग्य नभएको , र  (च) कुनै लाभको पदमा बिाल नरिेको ।  स्पिीकरणः  यस खण्डको प्रयोजनका  लामग “लाभको पद” भन्नाले  मनिावचन िा मनोनयनद्वारा  पूमिव गररने राजनीमिक  पद बािेक  सरकारी कोर्बाट पाररश्रममक  िा आमथवक सुविधा पाउने अन्त्य पद  सम्िनु पछव ।"
भाग–१४,१७८.,(२),"मनिावचन , मनोनयन िा मनयुजक्त िुने राजनीमिक  पदमा बिाल रिेकोेे व्यजक्त  यस भाग बमोजजम प्रदेश सभाको सदस्य पदमा मनिावजचि भएमा त्यस्िो पदको शपथ  ग्रिण गरेको ददनदेजख मनजको त्यस्िो पद स्ििः ररक्त िुनेछ ।"
भाग–१४,१७९.,,प्रदेश सभाका सदस्यको शपथः प्रदेश सभाका सदस्यिरूले प्रदेश सभा िा त्यसको कुनै  समममिको बैठकमा पविलो पटक भाग मलनु अजघ प्रदेश कानून बमोजजम शपथ मलनु   पनेछ ।
भाग–१४,१८०.,,"प्रदेश सभा सदस्यको स्थान ररक्त िुनेः देिायको कुनै अिस्थामा प्रदेश सभाका सदस्यको  स्थान ररक्त िुनेछः–  (क)  मनजले प्रदेश सभाको सभामुख समक्ष मलजखि राजीनामा ददएमा,  (ख)  मनजको धारा १७८ बमोजजमको  योग्यिा नभएमा िा नरिेमा,  (ग)  प्रदेश सभाको कायवकाल समाप्त भएमा िा विघटन भएमा,   (घ)  मनज प्रदेश सभालाई सूचना नददई लगािार दश िटा बैठकमा अनुपजस्थि  रिेमा,  (ङ)  जुन दलको उम्मेदिार भई सदस्य मनिावजचि भएको िो त्यस्िो दलले संघीय  कानून बमोजजम मनजले दल त्याग गरेको कुरा सूजचि गरेमा,   (च)  मनजको मृत्यु भएमा ।   www.lawcommission.gov.np   89"
भाग–१४,१८१.,,प्रदेश सभा सदस्यको अयोग्यिा सम्बन्त्धी मनणवयः प्रदेश सभाको कुनै सदस्य धारा १७८  बमोजजम अयोग्य छ िा िुन गएको छ भन्ने प्रश्न उठेमा त्यसको मनणवय सिावेेच्च  अदालिको  संिैधामनक इजलासले गनेछ ।
भाग–१४,१८२.,,प्रदेश सभाको सभामुख र उपसभामुखः
भाग–१४,१८२.,(१),प्रदेश सभाको पविलो बैठक प्रारम्भ भएको  मममिले पन्त्र ददनमभत्र प्रदेश सभाका सदस्यिरूले आफूमध्येबाट प्रदेश सभामुख र प्रदेश  उपसभामुखको मनिावचन गनेछन् ।
भाग–१४,१८२.,(२),उपधारा
भाग–१४,१८२.,(१),बमोजजम मनिावचन गदाव प्रदेश सभामुख िा प्रदेश उपसभामुख  मध्ये एक जना मविला िुने गरी गनुव पनेछ र प्रदेश सभामुख िा प्रदेश उपसभामुख फरक  फरक दलको प्रमिमनमध िुनु पनेछ ।  िर प्रदेश सभामा एक भन्त्दा बढी दलको प्रमिमनमधत्ि  नभएको िा प्रमिमनमधत्ि   भएर पमन उम्मेदिारी नददएको अिस्थामा एकै दलको सदस्य प्रदेश सभामुख िा प्रदेश  उपसभामुख िुन बाधा पने छैन ।
भाग–१४,१८२.,(३),प्रदेश सभामुख िा प्रदेश उपसभामुखको पद ररक्त भएमा प्रदेश सभाका  सदस्यिरूले आफूमध्येबाट मनिावचन गरी प्रदेश सभामुख िा प्रदेश उपसभामुखको पद पूमिव  गने छन् ।
भाग–१४,१८२.,(४),प्रदेश सभामुखको अनुपजस्थमिमा प्रदेश उपसभामुखले प्रदेश सभाको अध्यक्षिा  गनेछ ।
भाग–१४,१८२.,(५),प्रदेश सभामुख र प्रदेश उपसभामुखको मनिावचन नभएको िा दुिै पद ररक्त  भएको अिस्थामा प्रदेश सभाको बैठकको अध्यक्षिा उपजस्थि सदस्य मध्ये उमेरको  विसाबले ज्येष्ठ सदस्यले गनेछ ।
भाग–१४,१८२.,(६),"देिायको कुनै अिस्थामा प्रदेश सभामुख िा प्रदेश उपसभामुखको पद ररक्त  िुनेछः–   (क)  मनज प्रदेश सभाको सदस्य नरिेमा,   िर प्रदेश सभा विघटन भएको अिस्थामा आफ्नो पदमा  बिाल रिेका प्रदेश सभामुख र प्रदेश उपसभामुख प्रदेश सभाका  लामग िुने अको मनिावचनको  उम्मेदिारी दाजखल गने अजघल्लो  ददनसम्म आफ्नो पदमा बिाल रिनेछन् ।  (ख) मनजले मलजखि राजीनामा ददएमा, www.lawcommission.gov.np   90   (ग) मनजले पद अनुकूल आचरण नगरेको भन्ने प्रस्िाि प्रदेश सभाको  ित्काल कायम रिेको सम्पूणव सदस्य संख्याको दुईमििाइ बिुमिबाट  पाररि भएमा ।"
भाग–१४,१८२.,(७),प्रदेश सभामुखले पद अनुकूलको आचरण नगरेको भन्ने प्रस्िाि उपर  छलफल िुने बैठकको अध्यक्षिा प्रदेश उपसभामुखले गनेछ । त्यस्िो प्रस्िािको  छलफलमा  प्रदेश सभामुखले भाग मलन र मि ददन पाउनेछ ।
भाग–१४,१८३.,,प्रदेश सभाको अमधिेशनको आव्िान र अन्त्त्यः
भाग–१४,१८३.,(१),प्रदेश प्रमुखले प्रदेश सभाका लामग  भएको मनिावचनको  अजन्त्िम पररणाम घोर्णा भएको मममिले बीस ददन मभत्र प्रदेश सभाको  अमधिेशन आव्िान गनेछ । त्यसपमछ यस संविधान बमोजजम प्रदेश प्रमुखले समय  समयमा अन्त्य अमधिेशन आव्िान गनेछ ।   िर एउटा अमधिेशनको समामप्त र अको अमधिेशनको प्रारम्भका बीचको अिमध छ  मिीनाभन्त्दा  बढी िुने छैन ।
भाग–१४,१८३.,(२),प्रदेश प्रमुखले प्रदेश सभाको अमधिेशनको अन्त्त्य गनव सक्नेछ ।
भाग–१४,१८३.,(३),प्रदेश प्रमुखले प्रदेश सभाको अमधिेशन चालू नरिेको िा बैठक स्थमगि  भएको अिस्थामा अमधिेशन िा बैठक बोलाउन िाञ्छनीय छ भनी प्रदेश सभाको सम्पूणव  सदस्य संख्याको एक चौथाइ सदस्यिरूले मलजखि अनुरोध  गरेमा त्यस्िो अमधिेशन िा  बैठक बस्ने मममि र समय िोक्नेछ । त्यसरी िोवकएको मममि र समयमा प्रदेश सभाको  अमधिेशन प्रारम्भ िुने िा बैठक बस्नेछ ।
भाग–१४,१८४.,,प्रदेश प्रमुखबाट सम्बोधनः
भाग–१४,१८४.,(१),प्रदेश प्रमुखले प्रदेश सभाको बैठकलाई सम्बोधन गनव र  त्यसका लामग सदस्यिरूको  उपजस्थमिको  आह्वान गनव सक्नेछ ।
भाग–१४,१८४.,(२),प्रदेश प्रमुखले प्रदेश सभाका लामग भएको मनिावचन पमछको पविलो अमधिेशन  र प्रत्येक िर्वको पविलो अमधिेशनको प्रारम्भ भएपमछ प्रदेश सभाको बैठकलाई सम्बोधन  गनेछ ।
भाग–१४,१८५.,,प्रदेश सभाको गणपूरक संख्याः यस संविधानमा अन्त्यथा लेजखएकोमा बािेक प्रदेश सभाको  बैठकमा सम्पूणव सदस्य संख्याको एक चौथाइ सदस्य उपजस्थि नभएसम्म कुनै प्रश्न िा  प्रस्िाि मनणवयका लामग प्रस्िुि गररने छैन ।  www.lawcommission.gov.np   91
भाग–१४,१८६.,,प्रदेश सभामा मिदानः प्रदेश सभामा मनणवयका लामग प्रस्िुि गररएको जुनसुकै प्रस्िािको  मनणवय उपजस्थि भई मिदान गने सदस्यिरूको  बिुमिबाट िुनेछ । अध्यक्षिा गने  व्यजक्तलाई  मि ददने अमधकार िुने छैन ।   िर मि बराबर भएमा अध्यक्षिा गने व्यजक्तले आफ्नो मनणावयक मि ददनेछ ।
भाग–१४,१८७.,,प्रदेश सभाको विशेर्ामधकारः
भाग–१४,१८७.,(१),"यस संविधानको अधीनमा रिी प्रदेश सभामा पूणव िाक्  स्ििन्त्त्रिा रिनेछ र प्रदेश सभामा व्यक्त गरेको कुनै कुरा िा ददएको कुनै मिलाई मलएर  कुनै पमन सदस्यलाई  पक्राउ गने, थुनामा राख्ने िा मनज उपर कुनै अदालिमा  कारबािी  चलाइने  छैन ।"
भाग–१४,१८७.,(२),यस संविधानको अधीनमा रिी प्रदेश सभालाई आफ्नो काम कारबािी र  मनणवय गने पूणव अमधकार रिनेछ र प्रदेश सभाको कुनै काम कारबािी मनयममि छ िा  छैन भनी मनणवय गने अमधकार प्रदेश सभालाई मात्र िुनेछ । यस सम्बन्त्धमा कुनै  अदालिमा  प्रश्न उठाइने छैन ।
भाग–१४,१८७.,(३),प्रदेश सभाको कुनै कारबािी उपर त्यसको असल मनयिबारे शंका उठाई  कुनै टीका–वटप्पणी गररने छैन र कुनै सदस्यले बोलेको कुनै कुराको सम्बन्त्धमा जानी– जानी गलि िा भ्रामक अथव लगाई कुनै प्रकारको प्रकाशन िा प्रसारण गनव पाइने छैन ।
भाग–१४,१८७.,(४),उपधारा
भाग–१४,१८७.,(१),र
भाग–१४,१८७.,(३),को व्यिस्था प्रदेश सभा सदस्य बािेक प्रदेश सभाको  बैठकमा भाग मलन पाउने अन्त्य व्यजक्तका िकमा पमन लागू िुनेछ ।
भाग–१४,१८७.,(५),"प्रदेश सभाको अमधकार अन्त्िगवि कुनै मलखि, प्रमििेदन, मिदान िा कारबािी  प्रकाजशि गरेको विर्यलाई मलएर कुनै व्यजक्त उपर अदालिमा  कारबािी चल्ने छैन ।   स्पिीकरणः  यस उपधारा र उपधारा"
भाग–१४,१८७.,(३),र
भाग–१४,१८७.,(४),को प्रयोजनका  लामग “प्रदेश  सभा” भन्नाले प्रदेश सभाको समममिको बैठक समेिलाई जनाउँछ ।
भाग–१४,१८७.,(६),प्रदेश सभाको सदस्यलाई  अमधिेशन बोलाइएको  सूचना जारी भएपमछ  अमधिेशन अन्त्त्य नभएसम्मको  अिमधभर पक्राउ गररने छैन ।  िर कुनै फौजदारी अमभयोगमा  कुनै सदस्यलाई  कानून बमोजजम पक्राउ गनव यस  उपधाराले बाधा पु¥याएको मामनने छैन । त्यसरी कुनै सदस्य पक्राउ गररएमा पक्राउ गने  अमधकारीले त्यसको सूचना प्रदेश सभाको अध्यक्षिा गने व्यजक्तलाई  िुरुन्त्ि ददनु पनेछ ।
भाग–१४,१८७.,(७),विशेर्ामधकारको िननलाई प्रदेश सभाको अििेलना मामननेछ र कुनै  विशेर्ामधकारको िनन भएको छ िा छैन भन्ने सम्बन्त्धमा मनणवय गने अमधकार प्रदेश  सभालाई मात्र िुनेछ । www.lawcommission.gov.np   92
भाग–१४,१८७.,(८),"कसैले प्रदेश सभाको अििेलना गरेमा त्यस्िो सभाको अध्यक्षिा गने  व्यजक्तले प्रदेश सभाको मनणवयबाट त्यस्िो व्यजक्तलाई  सचेि गराउन , नसीिि ददन िा िीन  मिीनामा नबढ्ने गरी कैद गनव िा दश िजार रुपैयाँसम्म जररबाना गनव सक्नेछ र त्यस्िो  जररबाना सरकारी बाँकी सरि असूल उपर गररनेछ ।  िर प्रदेश सभालाई सन्त्िोर् िुने गरी त्यस्िो व्यजक्तले क्षमायाचना  गरेमा त्यस्िो  सभाले क्षमा प्रदान गनव िा िोवकसकेको सजायलाई  माफी िा कम गनव सक्नेछ ।"
भाग–१४,१८७.,(९),प्रदेश सभाको विशेर्ामधकार सम्बन्त्धी अन्त्य व्यिस्था प्रदेश कानून बमोजजम  िुनेछ ।
भाग–१४,१८८.,,विश्वासको मि र अविश्वासको  प्रस्िाि सम्बन्त्धी व्यिस्थाः
भाग–१४,१८८.,(१),मुख्यमन्त्त्रीले कुनै पमन  बखि आपूmमामथ प्रदेश सभाको विश्वास छ भन्ने कुरा स्पि गनव आिश्यक िा उपयुक्त  ठानेमा विश्वासको मिका लामग प्रदेश सभा समक्ष प्रस्िाि राख्न सक्नेछ ।
भाग–१४,१८८.,(२),मुख्यमन्त्त्रीले प्रमिमनमधत्ि  गने दल विभाजजि भएमा िा प्रदेश सरकारमा  सिभागी दलले आफ्नो समथवन वफिाव मलएमा िीस ददनमभत्र मुख्यमन्त्त्रीले विश्वासको  मिका लामग प्रदेश सभा समक्ष प्रस्िाि राख्नु पनेछ ।
भाग–१४,१८८.,(३),उपधारा
भाग–१४,१८८.,(१),र
भाग–१४,१८८.,(२),बमोजजम पेश भएको प्रस्िाि प्रदेश सभामा ित्काल  कायम रिेका सम्पूणव सदस्य संख्याको बिुमिले पाररि िुन नसकेमा मुख्यमन्त्त्री आफ्नो  पदबाट मुक्त  िुनेछ ।
भाग–१४,१८८.,(४),प्रदेश सभामा ित्काल कायम रिेका सम्पूणव सदस्यिरू मध्ये एक चौथाइ  सदस्यले मुख्यमन्त्त्रीमामथ प्रदेश सभाको विश्वास छैन भनी मलजखिरूपमा  अविश्वासको   प्रस्िाि पेश गनव सक्ने छन् ।  िर मुख्यमन्त्त्री मनयुक्त भएको पविलो दुई िर्वसम्म र एकपटक राखेको  अविश्वासको  प्रस्िाि असफल भएको एक िर्व मभत्र त्यस्िो अविश्वासको  प्रस्िाि पेश गनव  सवकने  छैन ।
भाग–१४,१८८.,(५),उपधारा
भाग–१४,१८८.,(४),बमोजजम अविश्वासको  प्रस्िाि पेश गदाव मुख्यमन्त्त्रीका लामग  प्रस्िाविि सदस्यको नाम समेि उल्लेख गरेको िुनु   पनेछ ।
भाग–१४,१८८.,(६),उपधारा
भाग–१४,१८८.,(४),बमोजजम पेश भएको अविश्वासको  प्रस्िाि प्रदेश सभामा  ित्काल कायम रिेका सम्पूणव सदस्य संख्याको बिुमिबाट पाररि भएमा मुख्यमन्त्त्री  पदमुक्त िुनेछ । www.lawcommission.gov.np   93
भाग–१४,१८८.,(७),उपधारा
भाग–१४,१८८.,(६),बमोजजम अविश्वासको  प्रस्िाि पाररि भई मुख्यमन्त्त्रीको पद  ररक्त भएमा उपधारा
भाग–१४,१८८.,(५),बमोजजम प्रस्िाि गरेको प्रदेश सभा सदस्यलाई  प्रदेश प्रमुखले  धारा १६८ बमोजजम मुख्यमन्त्त्री मनयुक्त गनेछ ।
भाग–१४,१८९.,,"मन्त्त्री, राज्यमन्त्त्री  र सिायक मन्त्त्रीले प्रदेश सभाको बैठकमा भाग मलन पाउनेः मन्त्त्री,  राज्यमन्त्त्री  र सिायक मन्त्त्रीले प्रदेश सभा र त्यसको समममिको बैठकमा उपजस्थि िुन र  कारबािी िथा छलफलमा  भाग मलन पाउनेछ ।  िर प्रदेश सभाको सदस्य नभएको मन्त्त्री, राज्यमन्त्त्री  िा सिायक मन्त्त्रीले प्रदेश  सभाको बैठकमा िा त्यसको समममिमा मिदान गनव र प्रदेश सभाको सदस्य रिेको मन्त्त्री,  राज्यमन्त्त्री िा सिायक मन्त्त्रीले आफू सदस्य रिेको समममि बािेकको समममिको बैठकमा  मिदान गनव पाउने छैन ।"
भाग–१४,१९०.,,प्रदेश सभामा अनमधकार उपजस्थि भएमा िा मिदान गरेमा सजायः धारा १७९ बमोजजम  शपथ नमलएको िा प्रदेश सभाको सदस्य नभएको कुनै व्यजक्त सदस्यको िैमसयिले प्रदेश  सभा िा त्यसको समममिको बैठकमा उपजस्थि भएमा िा मिदान गरेमा मनजलाई त्यस्िो  बैठकको अध्यक्षिा गने व्यजक्तको आदेशले त्यसरी उपजस्थि भएको िा मिदान गरेको  प्रत्येक पटकका लामग पाँच िजार रुपैयाँ जररबाना िुनेछ र त्यस्िो जररबाना सरकारी  बाँकी सरि असुल उपर गररनेछ ।
भाग–१४,१९१.,,बिसमा बन्त्देजः नेपालको कुनै अदालिमा  विचाराधीन  मुद्दाका सम्बन्त्धमा  न्त्याय मनरूपणमा   प्रमिकूल असर पाने विर्य िथा न्त्यायाधीशले किवव्य पालनको मसलमसलामा  गरेको  न्त्यावयक कायवको सम्बन्त्धमा प्रदेश सभामा कुनै छलफल गररने छैन ।
भाग–१४,१९२.,,सदस्यको स्थान ररक्त रिेको अिस्थामा प्रदेश सभाको कायव सिालनः प्रदेश सभाको कुनै  सदस्यको स्थान ररक्त रिेको अिस्थामा समेि प्रदेश सभाले आफ्नो कायव सिालन गनव  सक्नेछ र प्रदेश सभाको कारबािीमा  भाग मलन नपाउने कुनै व्यजक्तले भाग मलएको कुरा  पमछ पत्ता लाग्यो भने पमन भइसकेको कायव अमान्त्य िुने छैन ।
भाग–१४,१९३.,,प्रदेश सभाले समममि गठन गनव सक्नेः प्रदेश सभाको कायव प्रणालीलाई  व्यिजस्थि गनव  प्रदेश सभाले मनयमािली  बमोजजम आिश्यकिा  अनुसार समममि िा विशेर् समममि गठन  गनव सक्नेछ ।  www.lawcommission.gov.np   94
भाग–१४,१९४.,,"प्रदेश सभाको कायव सिालन विमधः प्रदेश सभाले आफ्नो कायव सिालन गनव, बैठकको  सुव्यिस्था कायम राख्न र समममििरूको  गठन, काम, कारबािी र समममि सम्बन्त्धी अन्त्य  विर्य मनयममि गनवका लामग मनयमािली    बनाउनेछ । त्यसरी मनयमािली  नबनेसम्म  प्रदेश सभाले आफ्नो कायवविमध आफ ैं मनयममि गनेछ ।"
भाग–१४,१९५.,,प्रदेश सभाको सजचि र सजचिालयः
भाग–१४,१९५.,(१),प्रदेश प्रमुखले प्रदेश सभामुखको मसफाररसमा   प्रदेश सभाको सजचि मनयुक्त गनेछ ।
भाग–१४,१९५.,(२),प्रदेश सभाको काम कारबािी सिालन िथा व्यिस्थापन  गनवका लामग एक  सजचिालय  रिनेछ । त्यस्िो सजचिालयको  स्थापना र ित्सम्बन्त्धी  अन्त्य व्यिस्था प्रदेश  कानून बमोजजम िुनेछ ।
भाग–१४,१९५.,(३),"प्रदेश सभाको सजचिको योग्यिा , काम, किवव्य , अमधकार िथा सेिाका अन्त्य  शिव प्रदेश कानून बमोजजम िुनेछ ।"
भाग–१४,१९६.,,"पाररश्रममकः  प्रदेश सभाको सभामुख, उपसभामुख िथा सदस्यको पाररश्रममक  र सुविधा  प्रदेश कानून बमोजजम िुनेछ । त्यस्िो कानून नबनेसम्म प्रदेश सरकारले िोके बमोजजम  िुनेछ ।    www.lawcommission.gov.np   95"
भाग–१५,,,प्रदेश व्यिस्थापन कायवविमध
भाग–१५,१९७.,,"प्रदेश सभाको व्यिस्थावपकीय  अमधकारः प्रदेश सभाको व्यिस्थावपकीय  अमधकार अनुसूची– ६, अनुसूची–७ र अनुसूची–९ बमोजजमको  सूचीमा उल्लेख भए बमोजजम  िुनेछ ।"
भाग–१५,१९८.,,प्रदेश सभामा विधेयक प्रस्िुि गने विमधः
भाग–१५,१९८.,(१),यस संविधानको अधीनमा रिी प्रदेश  सभामा विधेयक प्रस्िुि गनव सवकनेछ ।
भाग–१५,१९८.,(२),अथव विधेयक र शाजन्त्ि सुरक्षासँग सम्बजन्त्धि विधेयक सरकारी विधेयकको  रूपमा मात्र प्रस्िुि गररनेछ ।
